timestamp,destination_id,destination_name,category,base_capacity,hour,day_of_week,month,is_weekend,is_holiday,is_monsoon,temperature_c,rainfall_mm,wind_kmh,weather_hazard_score,traffic_delay_factor,highway_ingress_vph,parking_occupancy_pct,active_visitors,dcc_threshold,dcc_load_ratio,is_critical_breach,target_visitors_1h,target_visitors_12h,target_dcc_ratio_1h,target_dcc_ratio_12h,target_breach_next_4h,target_breach_onset_4h
2025-03-11 11:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,16,0,3,0,0,0,28.9,0.0,14.3,0.08,2.65,3200,100,17723,3617,4.9,1,17622.0,4406.0,4.781,0.64,1,0
2025-03-11 12:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,17,0,3,0,0,0,28.9,0.0,9.3,0.05,2.64,3200,100,17622,3686,4.781,1,16491.0,4080.0,4.42,0.622,1,0
2025-03-11 13:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,18,0,3,0,0,0,27.9,0.0,4.9,0.03,2.63,3200,100,16491,3731,4.42,1,15667.0,5431.0,4.25,1.164,1,0
2025-03-11 14:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,19,0,3,0,0,0,26.8,0.0,8.7,0.05,2.64,3200,100,15667,3686,4.25,1,15047.0,6740.0,4.16,1.536,1,0
2025-03-11 15:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,20,0,3,0,0,0,26.9,0.0,13.9,0.08,2.65,3200,100,15047,3617,4.16,1,15003.0,7894.0,4.096,2.155,1,0
2025-03-11 16:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,21,0,3,0,0,0,24.2,0.0,11.2,0.06,2.15,3200,100,15003,3663,4.096,1,11638.0,8280.0,3.238,2.246,1,0
2025-03-11 17:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,22,0,3,0,0,0,24.6,0.0,16.3,0.09,2.66,2497,100,11638,3594,3.238,1,9317.0,10919.0,2.497,3.0,1,0
2025-03-11 18:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,23,0,3,0,0,0,23.2,0.0,5.9,0.03,2.16,2416,100,9317,3731,2.497,1,7639.0,13315.0,1.877,3.658,1,0
2025-03-11 19:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,0,1,3,0,0,0,22.6,0.0,10.7,0.06,1.8,2222,100,7639,4070,1.877,1,6368.0,15758.0,1.426,4.329,1,0
2025-03-11 20:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,1,1,3,0,0,0,20.6,0.0,16.4,0.09,1.61,2082,80,6368,4465,1.426,1,5394.0,16761.0,1.024,4.605,1,0
2025-03-11 21:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,2,1,3,0,0,0,22.0,0.0,10.4,0.06,1.39,1838,64,5394,5270,1.024,1,4862.0,17746.0,0.897,4.875,1,0
2025-03-11 22:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,3,1,3,0,0,0,21.2,0.0,9.8,0.05,1.36,1458,69,4862,5420,0.897,1,4406.0,18879.0,0.64,5.029,1,0
2025-03-11 23:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,4,1,3,0,0,0,22.1,0.0,9.8,0.05,1.07,1324,65,4406,6889,0.64,0,4080.0,18949.0,0.622,5.173,1,1
2025-03-12 00:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,5,1,3,0,0,0,22.3,0.0,7.7,0.04,1.13,1532,58,4080,6564,0.622,0,5431.0,18287.0,1.164,4.961,1,1
2025-03-12 01:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,6,1,3,0,0,0,24.5,0.0,15.3,0.08,1.55,1521,79,5431,4667,1.164,1,6740.0,17361.0,1.536,4.71,1,0
2025-03-12 02:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,7,1,3,0,0,0,24.7,0.0,11.5,0.06,1.67,1645,95,6740,4387,1.536,1,7894.0,17112.0,2.155,4.701,1,0
2025-03-12 03:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,8,1,3,0,0,0,26.4,0.0,11.1,0.06,2.26,2558,100,7894,3663,2.155,1,8280.0,16512.0,2.246,4.508,1,0
2025-03-12 04:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,9,1,3,0,0,0,26.7,0.0,8.9,0.05,2.1,2809,100,8280,3686,2.246,1,10919.0,15882.0,3.0,4.336,1,0
2025-03-12 05:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,10,1,3,0,0,0,28.4,0.0,12.9,0.07,2.41,2639,100,10919,3640,3.0,1,13315.0,12281.0,3.658,3.395,1,0
2025-03-12 06:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,11,1,3,0,0,0,28.7,0.0,13.2,0.07,2.65,3200,100,13315,3640,3.658,1,15758.0,9644.0,4.329,2.666,1,0
2025-03-12 07:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,12,1,3,0,0,0,29.8,0.0,12.1,0.07,2.65,3200,100,15758,3640,4.329,1,16761.0,7840.0,4.605,1.906,1,0
2025-03-12 08:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,13,1,3,0,0,0,29.6,0.0,12.8,0.07,2.65,3200,100,16761,3640,4.605,1,17746.0,6387.0,4.875,1.636,1,0
2025-03-12 09:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,14,1,3,0,0,0,30.0,0.0,12.5,0.07,2.65,3200,100,17746,3640,4.875,1,18879.0,5382.0,5.029,0.955,1,0
2025-03-12 10:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,15,1,3,0,0,0,31.4,0.0,4.0,0.02,2.63,3200,100,18879,3754,5.029,1,18949.0,4804.0,5.173,0.884,1,0
2025-03-12 11:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,16,1,3,0,0,0,30.9,0.0,11.2,0.06,2.64,3200,100,18949,3663,5.173,1,18287.0,4281.0,4.961,0.726,1,0
2025-03-12 12:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,17,1,3,0,0,0,27.6,0.0,8.6,0.05,2.64,3200,100,18287,3686,4.961,1,17361.0,3917.0,4.71,0.662,1,0
2025-03-12 13:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,18,1,3,0,0,0,29.8,0.0,8.7,0.05,2.64,3200,100,17361,3686,4.71,1,17112.0,4959.0,4.701,1.048,1,0
2025-03-12 14:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,19,1,3,0,0,0,28.6,0.0,13.0,0.07,2.65,3200,100,17112,3640,4.701,1,16512.0,6165.0,4.508,1.164,1,0
2025-03-12 15:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,20,1,3,0,0,0,26.3,0.0,11.8,0.06,2.64,3200,100,16512,3663,4.508,1,15882.0,6992.0,4.336,1.48,1,0
2025-03-12 16:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,21,1,3,0,0,0,26.2,0.0,10.8,0.06,2.64,3200,100,15882,3663,4.336,1,12281.0,7467.0,3.395,1.506,1,0
2025-03-12 17:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,22,1,3,0,0,0,23.9,0.0,15.3,0.08,2.61,3128,100,12281,3617,3.395,1,9644.0,10541.0,2.666,2.951,1,0
2025-03-12 18:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,23,1,3,0,0,0,21.9,0.0,15.5,0.08,2.33,1910,100,9644,3617,2.666,1,7840.0,13689.0,1.906,3.737,1,0
2025-03-12 19:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,0,2,3,0,0,0,20.5,0.0,12.1,0.07,1.77,2413,100,7840,4113,1.906,1,6387.0,15920.0,1.636,4.346,1,0
2025-03-12 20:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,1,2,3,0,0,0,20.9,0.0,17.5,0.1,1.83,1504,95,6387,3903,1.636,1,5382.0,17752.0,0.955,4.787,1,0
2025-03-12 21:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,2,2,3,0,0,0,20.6,0.0,10.5,0.06,1.3,1315,78,5382,5635,0.955,1,4804.0,19835.0,0.884,5.381,1,0
2025-03-12 22:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,3,2,3,0,0,0,20.6,0.0,12.4,0.07,1.34,1933,71,4804,5433,0.884,1,4281.0,19918.0,0.726,5.612,1,0
2025-03-12 23:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,4,2,3,0,0,0,21.6,0.0,8.8,0.05,1.25,1757,64,4281,5897,0.726,0,3917.0,19083.0,0.662,5.21,1,1
2025-03-13 00:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,5,2,3,0,0,0,24.1,0.0,12.4,0.07,1.23,1110,47,3917,5919,0.662,0,4959.0,18534.0,1.048,5.028,1,1
2025-03-13 01:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,6,2,3,0,0,0,23.3,0.0,17.7,0.1,1.51,1624,78,4959,4731,1.048,1,6165.0,17089.0,1.164,4.636,1,0
2025-03-13 02:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,7,2,3,0,0,0,24.6,0.0,7.2,0.04,1.4,2087,85,6165,5298,1.164,1,6992.0,15995.0,1.48,4.45,1,0
2025-03-13 03:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,8,2,3,0,0,0,24.6,0.0,7.4,0.04,1.57,2393,97,6992,4724,1.48,1,7467.0,15927.0,1.506,4.269,1,0
2025-03-13 04:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,9,2,3,0,0,0,26.4,0.0,16.4,0.09,1.45,2429,91,7467,4958,1.506,1,10541.0,15331.0,2.951,4.212,1,0
2025-03-13 05:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,10,2,3,0,0,0,27.6,0.0,18.1,0.1,2.23,2540,100,10541,3572,2.951,1,13689.0,11848.0,3.737,3.235,1,0
2025-03-13 06:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,11,2,3,0,0,0,30.1,0.0,10.8,0.06,2.64,3200,100,13689,3663,3.737,1,15920.0,9379.0,4.346,2.282,1,0
2025-03-13 07:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,12,2,3,0,0,0,30.9,0.0,11.0,0.06,2.64,3200,100,15920,3663,4.346,1,17752.0,7689.0,4.787,1.848,1,0
2025-03-13 08:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,13,2,3,0,0,0,29.6,0.0,7.1,0.04,2.64,3200,100,17752,3708,4.787,1,19835.0,6447.0,5.381,1.203,1,0
2025-03-13 09:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,14,2,3,0,0,0,29.5,0.0,8.6,0.05,2.64,3200,100,19835,3686,5.381,1,19918.0,5569.0,5.612,1.012,1,0
2025-03-13 10:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,15,2,3,0,0,0,31.5,0.0,19.4,0.11,2.66,3200,100,19918,3549,5.612,1,19083.0,4866.0,5.21,0.942,1,0
2025-03-13 11:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,16,2,3,0,0,0,30.2,0.0,10.4,0.06,2.64,3200,100,19083,3663,5.21,1,18534.0,4551.0,5.028,0.738,1,0
2025-03-13 12:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,17,2,3,0,0,0,29.5,0.0,8.7,0.05,2.64,3200,100,18534,3686,5.028,1,17089.0,4199.0,4.636,0.688,1,0
2025-03-13 13:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,18,2,3,0,0,0,27.0,0.0,10.0,0.05,2.64,3200,100,17089,3686,4.636,1,15995.0,5742.0,4.45,1.089,1,0
2025-03-13 14:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,19,2,3,0,0,0,25.9,0.0,17.1,0.09,2.66,3200,100,15995,3594,4.45,1,15927.0,6638.0,4.269,1.422,1,0
2025-03-13 15:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,20,2,3,0,0,0,26.2,0.0,5.2,0.03,2.63,3200,100,15927,3731,4.269,1,15331.0,7396.0,4.212,1.969,1,0
2025-03-13 16:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,21,2,3,0,0,0,24.6,0.0,13.6,0.07,2.65,3200,100,15331,3640,4.212,1,11848.0,8158.0,3.235,1.527,1,0
2025-03-13 17:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,22,2,3,0,0,0,24.5,0.0,11.6,0.06,2.64,3200,100,11848,3663,3.235,1,9379.0,10194.0,2.282,2.801,1,0
2025-03-13 18:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,23,2,3,0,0,0,23.6,0.0,14.0,0.08,1.76,2509,100,9379,4110,2.282,1,7689.0,13145.0,1.848,3.589,1,0
2025-03-13 19:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,0,3,3,0,0,0,21.9,0.0,13.5,0.07,1.75,2187,100,7689,4160,1.848,1,6447.0,16190.0,1.203,4.392,1,0
2025-03-13 20:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,1,3,3,0,0,0,21.6,0.0,15.5,0.08,1.35,1800,93,6447,5359,1.203,1,5569.0,18076.0,1.012,4.875,1,0
2025-03-13 21:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,2,3,3,0,0,0,21.7,0.0,9.3,0.05,1.34,1651,81,5569,5501,1.012,1,4866.0,19264.0,0.942,5.36,1,0
2025-03-13 22:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,3,3,3,0,0,0,21.2,0.0,13.4,0.07,1.41,1715,62,4866,5163,0.942,1,4551.0,19217.0,0.738,5.246,1,0
2025-03-13 23:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,4,3,3,0,0,0,22.2,0.0,12.3,0.07,1.18,1638,66,4551,6170,0.738,0,4199.0,20068.0,0.688,5.548,1,1
2025-03-14 00:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,5,3,3,0,0,0,22.9,0.0,17.5,0.1,1.17,1625,67,4199,6105,0.688,0,5742.0,19800.0,1.089,5.509,1,1
2025-03-14 01:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,6,3,3,0,0,0,24.4,0.0,12.9,0.07,1.38,1992,83,5742,5275,1.089,1,6638.0,18127.0,1.422,4.949,1,0
2025-03-14 02:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,7,3,3,0,0,0,25.7,0.0,18.0,0.1,1.53,2039,99,6638,4669,1.422,1,7396.0,16199.0,1.969,4.369,1,0
2025-03-14 03:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,8,3,3,0,0,0,26.9,0.0,11.6,0.06,1.95,2062,100,7396,3757,1.969,1,8158.0,15363.0,1.527,4.194,1,0
2025-03-14 04:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,9,3,3,0,0,0,27.2,0.0,9.1,0.05,1.38,2348,100,8158,5342,1.527,1,10194.0,14812.0,2.801,4.121,1,0
2025-03-14 05:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,10,3,3,0,0,0,27.9,0.0,13.0,0.07,2.12,3200,100,10194,3640,2.801,1,13145.0,11517.0,3.589,3.087,1,0
2025-03-14 06:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,11,3,3,0,0,0,28.6,0.0,10.3,0.06,2.64,3200,100,13145,3663,3.589,1,16190.0,9244.0,4.392,2.145,1,0
2025-03-14 07:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,12,3,3,0,0,0,30.2,0.0,9.6,0.05,2.64,3200,100,16190,3686,4.392,1,18076.0,7791.0,4.875,1.831,1,0
2025-03-14 08:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,13,3,3,0,0,0,30.9,0.0,8.0,0.04,2.64,3200,100,18076,3708,4.875,1,19264.0,6915.0,5.36,1.594,1,0
2025-03-14 09:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,14,3,3,0,0,0,31.4,0.0,17.4,0.09,2.66,3200,100,19264,3594,5.36,1,19217.0,6408.0,5.246,1.168,1,0
2025-03-14 10:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,15,3,3,0,0,0,30.0,0.0,11.0,0.06,2.64,3200,100,19217,3663,5.246,1,20068.0,6005.0,5.548,1.352,1,0
2025-03-14 11:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,16,3,3,0,0,0,29.7,0.0,15.4,0.08,2.65,3200,100,20068,3617,5.548,1,19800.0,5735.0,5.509,1.166,1,0
2025-03-14 12:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,17,3,3,0,0,0,29.5,0.0,16.4,0.09,2.66,3200,100,19800,3594,5.509,1,18127.0,5424.0,4.949,1.089,1,0
2025-03-14 13:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,18,3,3,0,0,0,29.3,0.0,10.9,0.06,2.64,3200,100,18127,3663,4.949,1,16199.0,8252.0,4.369,1.982,1,0
2025-03-14 14:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,19,3,3,0,0,0,26.4,0.0,8.1,0.04,2.64,3200,100,16199,3708,4.369,1,15363.0,10336.0,4.194,2.822,1,0
2025-03-14 15:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,20,3,3,0,0,0,24.8,0.0,11.1,0.06,2.64,3200,100,15363,3663,4.194,1,14812.0,11577.0,4.121,3.141,1,0
2025-03-14 16:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,21,3,3,0,0,0,23.4,0.0,15.9,0.09,2.66,3200,100,14812,3594,4.121,1,11517.0,11919.0,3.087,3.092,1,0
2025-03-14 17:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,22,3,3,0,0,0,25.0,0.0,5.2,0.03,2.59,2919,100,11517,3731,3.087,1,9244.0,16777.0,2.145,4.525,1,0
2025-03-14 18:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,23,3,3,0,0,0,22.3,0.0,10.3,0.06,1.7,2768,100,9244,4309,2.145,1,7791.0,20521.0,1.831,5.602,1,0
2025-03-14 19:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,0,4,3,0,1,0,21.8,0.0,14.2,0.08,1.7,2224,100,7791,4256,1.831,1,6915.0,22896.0,1.594,6.175,1,0
2025-03-14 20:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,1,4,3,0,1,0,22.2,0.0,6.6,0.04,1.71,1858,100,6915,4337,1.594,1,6408.0,25734.0,1.168,7.16,1,0
2025-03-14 21:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,2,4,3,0,1,0,21.5,0.0,5.3,0.03,1.36,2378,90,6408,5487,1.168,1,6005.0,27660.0,1.352,7.551,1,0
2025-03-14 22:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,3,4,3,0,1,0,21.7,0.0,10.6,0.06,1.65,1938,82,6005,4440,1.352,1,5735.0,29451.0,1.166,7.845,1,0
2025-03-14 23:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,4,4,3,0,1,0,22.3,0.0,12.5,0.07,1.48,1939,88,5735,4919,1.166,1,5424.0,29622.0,1.089,8.138,1,0
2025-03-15 00:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,5,4,3,0,1,0,22.7,0.0,11.4,0.06,1.47,1504,70,5424,4983,1.089,1,8252.0,28756.0,1.982,7.9,1,0
2025-03-15 01:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,6,4,3,0,1,0,23.3,0.0,8.4,0.05,1.77,2787,88,8252,4164,1.982,1,10336.0,26650.0,2.822,7.368,1,0
2025-03-15 02:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,7,4,3,0,1,0,23.7,0.0,11.9,0.06,2.1,2896,100,10336,3663,2.822,1,11577.0,24107.0,3.141,6.623,1,0
2025-03-15 03:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,8,4,3,0,1,0,25.5,0.0,9.4,0.05,2.6,3200,100,11577,3686,3.141,1,11919.0,23428.0,3.092,6.396,1,0
2025-03-15 04:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,9,4,3,0,1,0,26.9,0.0,10.6,0.06,1.9,2616,100,11919,3855,3.092,1,16777.0,22489.0,4.525,6.178,1,0
2025-03-15 05:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,10,4,3,0,1,0,27.1,0.0,7.4,0.04,2.64,3200,100,16777,3708,4.525,1,20521.0,17249.0,5.602,4.709,1,0
2025-03-15 06:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,11,4,3,0,1,0,29.3,0.0,10.9,0.06,2.64,3200,100,20521,3663,5.602,1,22896.0,13789.0,6.175,3.764,1,0
2025-03-15 07:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,12,4,3,0,1,0,29.6,0.0,6.5,0.04,2.64,3200,100,22896,3708,6.175,1,25734.0,12295.0,7.16,3.336,1,0
2025-03-15 08:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,13,4,3,0,1,0,31.0,0.0,17.2,0.09,2.66,3200,100,25734,3594,7.16,1,27660.0,10971.0,7.551,2.976,1,0
2025-03-15 09:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,14,4,3,0,1,0,30.5,0.0,11.4,0.06,2.64,3200,100,27660,3663,7.551,1,29451.0,9996.0,7.845,2.729,1,0
2025-03-15 10:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,15,4,3,0,1,0,31.2,0.0,4.2,0.02,2.63,3200,100,29451,3754,7.845,1,29622.0,9133.0,8.138,2.493,1,0
2025-03-15 11:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,16,4,3,0,1,0,29.2,0.0,13.1,0.07,2.65,3200,100,29622,3640,8.138,1,28756.0,8636.0,7.9,1.945,1,0
2025-03-15 12:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,17,4,3,0,1,0,28.1,0.0,13.6,0.07,2.65,3200,100,28756,3640,7.9,1,26650.0,8132.0,7.368,2.041,1,0
2025-03-15 13:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,18,4,3,0,1,0,29.2,0.0,14.8,0.08,2.65,3200,100,26650,3617,7.368,1,24107.0,11322.0,6.623,3.13,1,0
2025-03-15 14:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,19,4,3,0,1,0,27.8,0.0,13.0,0.07,2.65,3200,100,24107,3640,6.623,1,23428.0,13877.0,6.396,3.788,1,0
2025-03-15 15:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,20,4,3,0,1,0,25.9,0.0,11.8,0.06,2.64,3200,100,23428,3663,6.396,1,22489.0,15807.0,6.178,4.263,1,0
2025-03-15 16:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,21,4,3,0,1,0,25.1,0.0,12.5,0.07,2.65,3200,100,22489,3640,6.178,1,17249.0,17259.0,4.709,4.712,1,0
2025-03-15 17:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,22,4,3,0,1,0,24.6,0.0,11.1,0.06,2.64,3200,100,17249,3663,4.709,1,13789.0,22674.0,3.764,6.19,1,0
2025-03-15 18:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,23,4,3,0,1,0,21.1,0.0,11.4,0.06,2.64,3200,100,13789,3663,3.764,1,12295.0,28521.0,3.336,7.835,1,0
2025-03-15 19:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,0,5,3,1,0,0,21.6,0.0,9.3,0.05,2.64,3200,100,12295,3686,3.336,1,10971.0,31067.0,2.976,8.428,1,0
2025-03-15 20:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,1,5,3,1,0,0,23.6,0.0,8.3,0.05,2.52,3200,100,10971,3686,2.976,1,9996.0,35427.0,2.729,9.733,1,0
2025-03-15 21:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,2,5,3,1,0,0,21.8,0.0,10.2,0.06,2.17,3200,100,9996,3663,2.729,1,9133.0,39980.0,2.493,11.265,1,0
2025-03-15 22:33:27,ALB,Alibaug Coastal Hub,Coastal,8000,3,5,3,1,0,0,21.9,0.0,10.6,0.06,2.12,3200,100,9133,3663,2.493,1,8636.0,41053.0,1.945,11.278,1,0
